Altium Designer Pick and Place Locations
C:\Users\jiang\Desktop\Pomo\Pomo_DriverBoard\Hardware\V2\Pick Place for Panelization.csv

========================================================================================================================
File Design Information:

Date:       15/08/26
Time:       17:53
Revision:   Not in VersionControl
Variant:    No variations
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description","Ref-X(mm)","Ref-Y(mm)","Pad-X(mm)","Pad-Y(mm)"
"R22","200K 1%","TopLayer","Resistor-0402","36.7918","74.3455","360","Resistor-0402","36.7918","74.3455","36.2838","74.3455"
"R21","100K","TopLayer","Resistor-0402","38.9508","70.7892","180","Resistor-0402","38.9508","70.7892","39.4588","70.7892"
"R20","100K 1%","TopLayer","Resistor-0402","34.8868","73.5832","180","Resistor-0402","34.8868","73.5832","35.3948","73.5832"
"R19","100K","TopLayer","Resistor-0402","32.7278","71.1705","360","Resistor-0402","32.7278","71.1705","32.2198","71.1705"
"R18","100K","TopLayer","Resistor-0402","32.7278","70.4082","360","Resistor-0402","32.7278","70.4082","32.2198","70.4082"
"R17","100K 1%","TopLayer","Resistor-0402","34.8868","74.3455","180","Resistor-0402","34.8868","74.3455","35.3948","74.3455"
"R16","15K 1%","TopLayer","Resistor-0402","34.7598","67.8682","270","Resistor-0402","34.7598","67.8682","34.7598","68.3762"
"R15","68K 1%","TopLayer","Resistor-0402","35.5221","67.8682","270","Resistor-0402","35.5221","67.8682","35.5221","68.3762"
"R14","100K","TopLayer","Resistor-0402","33.6736","78.2003","180","Resistor-0402","33.6736","78.2003","34.1816","78.2003"
"R13","5.1K","TopLayer","Resistor-0402","40.9448","82.2452","90","Resistor-0402","40.9448","82.2452","40.9448","81.7372"
"R12","5.1K","TopLayer","Resistor-0402","40.9448","85.8012","90","Resistor-0402","40.9448","85.8012","40.9448","85.2932"
"R11","5.1M","TopLayer","Resistor-0402","42.5993","71.9334","180","Resistor-0402","42.5993","71.9334","43.1073","71.9334"
"R10","52.3K/59K","TopLayer","Resistor-0402","49.0728","67.1068","180","Resistor-0402","49.0728","67.1068","49.5808","67.1068"
"R9","1M/750K","TopLayer","Resistor-0402","47.5180","69.1795","90","Resistor-0402","47.5180","69.1795","47.5180","68.6714"
"R8","4.7K/NC","TopLayer","Resistor-0402","42.5993","72.6956","180","Resistor-0402","42.5993","72.6956","43.1073","72.6956"
"R7","47.5K/21K","TopLayer","Resistor-0402","49.0728","67.8688","360","Resistor-0402","49.0728","67.8688","48.5648","67.8688"
"R6","1M/510K","TopLayer","Resistor-0402","50.5966","69.1642","90","Resistor-0402","50.5966","69.1642","50.5966","68.6562"
"R5","4.7K/NC","TopLayer","Resistor-0402","42.5993","73.4579","180","Resistor-0402","42.5993","73.4579","43.1073","73.4579"
"R4","5.1M","TopLayer","Resistor-0402","43.9877","79.2290","180","Resistor-0402","43.9877","79.2290","44.4957","79.2290"
"R3","5.1M","TopLayer","Resistor-0402","46.6601","78.6892","90","Resistor-0402","46.6601","78.6892","46.6601","78.1812"
"R2","43.2K/36K","TopLayer","Resistor-0402","52.3783","75.9103","180","Resistor-0402","52.3783","75.9103","52.8863","75.9103"
"R1","10K/NC","TopLayer","Resistor-0402","52.3783","77.4348","360","Resistor-0402","52.3783","77.4348","51.8703","77.4348"
"L5","1.5uH","TopLayer","Inductor-2016","38.8112","74.3204","270","FTC201610S1R5MBCA","38.8112","74.3204","38.8112","74.9704"
"L4","1.5uH","TopLayer","Inductor-2016","32.8548","74.3259","270","FTC201610S1R5MBCA","32.8548","74.3259","32.8548","74.9759"
"L3","1.5uH","TopLayer","Inductor-2016","32.8548","67.9952","90","FTC201610S1R5MBCA","32.8548","67.9952","32.8548","67.3452"
"L2","4.7uH","TopLayer","Inductor-2016","41.9440","69.3943","180","FTC201610S4R7MBCA","41.9440","69.3943","42.5940","69.3943"
"L1","2.2uH/4.7uH","TopLayer","Inductor-2016","53.8873","71.2857","360","FTC201612S2R2MBCA/FTC201610S4R7MBCA","53.8873","71.2857","53.2373","71.2857"
"J1","FPC-22P-0.5mm","TopLayer","HC-FPC-05-10-22RLTAG","48.5382","97.1122","180","HC-FPC-05-10-22RLTAG","48.5382","98.5172","53.7882","95.7072"
"FB5","120次@100MHz","TopLayer","Ferrite_Bead-0402","50.8508","92.5319","360","UPZ1005D121-1R3TF","50.8508","92.5320","50.3428","92.5319"
"FB4","120次@100MHz","TopLayer","Ferrite_Bead-0402","38.8112","75.8786","180","UPZ1005D121-1R3TF","38.8112","75.8786","39.3192","75.8786"
"FB3","120次@100MHz","TopLayer","Ferrite_Bead-0402","34.8868","75.8700","180","UPZ1005D121-1R3TF","34.8868","75.8700","35.3948","75.8700"
"FB2","120次@100MHz","TopLayer","Ferrite_Bead-0402","37.8088","67.8682","270","UPZ1005D121-1R3TF","37.8088","67.8682","37.8088","68.3762"
"FB1","600次@100MHz","TopLayer","Ferrite_Bead-0603","33.2358","77.2922","180","UPZ1608U601-1R3TF","33.2358","77.2922","34.0358","77.2922"
"D4","MS2A40LDF","TopLayer","MS2A40LDF-DFN-2_1.6x1.0mm","41.9608","67.7162","360","Schottky Diode-DFN-1610-2","41.9608","67.7162","41.3508","67.7162"
"D3","BAV99QA/1SS362FV","TopLayer","BAV99QA-DFN-3_1.1x1.0mm","47.1717","67.5132","90","BAV99QA/1SS362FV","47.1717","67.5132","46.7967","67.0632"
"D2","BAV99QA/1SS362FV","TopLayer","BAV99QA-DFN-3_1.1x1.0mm","50.9778","67.4979","90","BAV99QA/1SS362FV","50.9778","67.4979","50.6028","67.0479"
"D1","MS2A40LDF","TopLayer","MS2A40LDF-DFN-2_1.6x1.0mm","52.0093","71.2871","90","Schottky Diode-DFN-1610-2","52.0093","71.2871","52.0093","70.6771"
"C42","100nF","TopLayer","Capacitor-0402","49.1998","83.3887","360","100nF/X5R/25V","49.1998","83.3887","48.6918","83.3887"
"C41","100nF","TopLayer","Capacitor-0402","49.1998","80.3402","180","100nF/X5R/25V","49.1998","80.3402","49.7078","80.3402"
"C40","100nF","TopLayer","Capacitor-0402","49.1998","81.1022","180","100nF/X5R/25V","49.1998","81.1022","49.7078","81.1022"
"C39","100nF","TopLayer","Capacitor-0402","48.6803","92.7862","270","100nF/X5R/25V","48.6803","92.7862","48.6803","93.2942"
"C38","4.7uF","TopLayer","Capacitor-0402","47.9181","92.7862","270","4.7uF/X5R/10V","47.9181","92.7862","47.9181","93.2942"
"C37","100nF","TopLayer","Capacitor-0402","41.9608","84.0230","270","100nF/X5R/25V","41.9608","84.0230","41.9608","84.5309"
"C36","4.7uF","TopLayer","Capacitor-0402","41.9608","85.8010","90","4.7uF/X5R/10V","41.9608","85.8010","41.9608","85.2930"
"C35","100nF","TopLayer","Capacitor-0402","49.4426","92.7862","90","100nF/X5R/25V","49.4426","92.7862","49.4426","92.2782"
"C34","100nF","TopLayer","Capacitor-0402","41.9608","89.3572","270","100nF/X5R/25V","41.9608","89.3572","41.9608","89.8652"
"C33","100nF","TopLayer","Capacitor-0402","50.8508","93.2942","360","100nF/X5R/25V","50.8508","93.2942","50.3428","93.2942"
"C32","100nF","TopLayer","Capacitor-0402","49.1998","84.1510","360","100nF/X5R/25V","49.1998","84.1510","48.6918","84.1510"
"C31","220pF","TopLayer","Capacitor-0402","36.7918","75.1077","360","CL05C221JB5NNNC","36.7918","75.1077","36.2838","75.1077"
"C30","10uF","TopLayer","Capacitor-0402","36.8046","75.8700","360","HGC0402R5106M100NTEJ","36.8046","75.8700","36.2966","75.8700"
"C29","220pF","TopLayer","Capacitor-0402","34.8868","75.1077","180","CL05C221JB5NNNC","34.8868","75.1077","35.3948","75.1077"
"C28","10uF","TopLayer","Capacitor-0402","32.8548","75.8842","360","HGC0402R5106M100NTEJ","32.8548","75.8842","32.3468","75.8842"
"C27","10uF","TopLayer","Capacitor-0402","38.9508","70.0272","180","HGC0402R5106M100NTEJ","38.9508","70.0272","39.4588","70.0272"
"C26","10uF","TopLayer","Capacitor-0402","38.9508","71.5515","180","HGC0402R5106M100NTEJ","38.9508","71.5515","39.4588","71.5515"
"C25","10uF","TopLayer","Capacitor-0402","32.7278","69.6462","360","HGC0402R5106M100NTEJ","32.7278","69.6462","32.2198","69.6462"
"C24","1uF","TopLayer","Capacitor-0402","32.7278","71.9327","360","HGC0402R5105K500NTEJ","32.7278","71.9327","32.2198","71.9327"
"C23","220pF","TopLayer","Capacitor-0402","36.2843","67.8682","270","CL05C221JB5NNNC","36.2843","67.8682","36.2843","68.3762"
"C22","10uF","TopLayer","Capacitor-0402","37.0466","67.8682","270","HGC0402R5106M100NTEJ","37.0466","67.8682","37.0466","68.3762"
"C21","10uF","TopLayer","Capacitor-0402","37.7698","77.2922","180","HGC0402R5106M100NTEJ","37.7698","77.2922","38.2778","77.2922"
"C20","10uF","TopLayer","Capacitor-0402","37.7698","78.0542","360","HGC0402R5106M100NTEJ","37.7698","78.0542","37.2618","78.0542"
"C19","4.7uF","TopLayer","Capacitor-0805","44.7977","67.6402","360","CL21A475KBQNNNE","44.7977","67.6402","43.7977","67.6402"
"C18","4.7uF","TopLayer","Capacitor-0805","44.7977","69.1940","360","CL21A475KBQNNNE","44.7977","69.1940","43.7977","69.1940"
"C17","10uF","TopLayer","Capacitor-0603","42.2148","71.0253","360","CL10A106KP8NNNC","42.2148","71.0253","41.4148","71.0253"
"C16","10nF/47nF","TopLayer","Capacitor-0402","46.7557","69.1795","270","CL05B103KB5NNNC/CC0402KRX7R9BB473","46.7557","69.1795","46.7557","69.6875"
"C15","100nF/1uF","TopLayer","Capacitor-0402","48.6916","69.1642","270","0402B104K500NT/HGC0402R5105K500NTEJ","48.6916","69.1642","48.6916","69.6722"
"C14","4.7uF","TopLayer","Capacitor-0805","42.5993","75.4159","270","CL21A475KBQNNNE","42.5993","75.4159","42.5993","76.4159"
"C13","100nF/1uF","TopLayer","Capacitor-0402","49.4538","69.1642","270","0402B104K500NT/HGC0402R5105K500NTEJ","49.4538","69.1642","49.4538","69.6722"
"C12","4.7uF","TopLayer","Capacitor-0402","42.5993","77.3740","360","CL05A475MO5NUNC","42.5993","77.3740","42.0913","77.3740"
"C11","10nF/47nF","TopLayer","Capacitor-0402","51.3588","69.1642","270","CL05B103KB5NNNC/CC0402KRX7R9BB473","51.3588","69.1642","51.3588","69.6722"
"C10","4.7uF","TopLayer","Capacitor-0805","53.4821","67.6103","360","CL21A475KBQNNNE","53.4821","67.6103","52.4821","67.6103"
"C9","4.7uF","TopLayer","Capacitor-0805","53.4821","69.1642","360","CL21A475KBQNNNE","53.4821","69.1642","52.4821","69.1642"
"C8","10uF","TopLayer","Capacitor-0603","44.2977","78.3209","360","CL10A106KP8NNNC","44.2977","78.3209","43.4977","78.3209"
"C7","4.7uF","TopLayer","Capacitor-0805","53.0133","73.1262","360","CL21A475KBQNNNE","53.0133","73.1262","52.0133","73.1262"
"C6","4.7uF","TopLayer","Capacitor-0402","45.8978","78.6892","270","CL05A475MO5NUNC","45.8978","78.6892","45.8978","79.1972"
"C5","10uF","TopLayer","Capacitor-0603","54.0293","76.6589","90","CL10A106KP8NNNC","54.0293","76.6589","54.0293","75.8589"
"C4","4.7uF","TopLayer","Capacitor-0805","53.0133","74.6800","360","CL21A475KBQNNNE","53.0133","74.6800","52.0133","74.6800"
"C3","4.7uF","TopLayer","Capacitor-0805","48.6181","78.6892","360","CL21A475KBQNNNE","48.6181","78.6892","47.6181","78.6892"
"C2","4.7uF","TopLayer","Capacitor-0805","51.7720","78.6892","180","CL21A475KBQNNNE","51.7720","78.6892","52.7720","78.6892"
"C1","4.7uF/NC","TopLayer","Capacitor-0402","52.3783","76.6725","180","CL05A475MO5NUNC","52.3783","76.6725","52.8863","76.6725"
"R39","NC/0R","TopLayer","Resistor-0402","73.3468","12.3444","270","Resistor-0402","73.3468","12.3444","73.3468","12.8524"
"R38","NC/7.5K","TopLayer","Resistor-0402","74.1091","12.3444","270","Resistor-0402","74.1091","12.3444","74.1091","12.8524"
"C45","0R/100nF","TopLayer","Capacitor-0402","72.5846","12.3444","270","CL05B104KB5NNNC","72.5846","12.3444","72.5846","12.8524"
"U6","TXS0104ERGYR","TopLayer","TXS0104E-VQFN-14-3.5x3.5mm","84.0366","15.9248","0","TXS0104ERGYR","84.0366","15.9248","83.2866","17.5748"
"R37","10K","TopLayer","Resistor-0402","85.4202","12.4714","270","Resistor-0402","85.4202","12.4714","85.4202","12.9794"
"R33","10K","TopLayer","Resistor-0402","87.0712","9.4234","90","Resistor-0402","87.0712","9.4234","87.0712","8.9154"
"R32","10K","TopLayer","Resistor-0402","83.8962","26.4414","90","Resistor-0402","83.8962","26.4414","83.8962","25.9334"
"R31","0R/NC","TopLayer","Resistor-0402","87.0712","7.2644","270","Resistor-0402","87.0712","7.2644","87.0712","7.7724"
"J2","E0470A01-AF-S","TopLayer","E0470A01-AF-S","89.8107","16.4989","90","AFC01-S40FCA-00","91.1607","16.4989","88.4607","26.2489"
"C44","100nF","TopLayer","Capacitor-0402","84.4042","18.5069","180","100nF/X5R/25V","84.4042","18.5069","84.9122","18.5069"
"C43","100nF","TopLayer","Capacitor-0402","82.6262","18.5069","180","100nF/X5R/25V","82.6262","18.5069","83.1342","18.5069"
"J3","CONN_HDR_3X4_2.54mm","TopLayer","CONN_HDR_3X4_2.54mm","66.8782","27.8384","270","","66.8782","27.8384","64.3382","31.6484"
"X1","27MHz","TopLayer","Oscillator-2016","82.2452","24.6039","270","OC7EL89CJO-113YLC-27M","82.2452","24.6039","81.6952","25.3039"
"USB1","TYPE-C","TopLayer","TYPE-C-16P","68.1442","17.5204","270","GT-USB-7010ASV","70.6642","17.5204","65.6242","13.1954"
"U5","TXS0108ERGYR","TopLayer","TXS0108E-VQFN-20-3.5x4.5mm","76.7882","15.9264","270","TXS0108ERGYR","76.7882","15.9264","78.9382","16.6764"
"U4","GW1NSR-LV4CQN48PC7/I6","TopLayer","GW1NSR-LV4CQN48P-QFN-48_6X6","77.5112","21.9254","0","GW1NSR-LV4CQN48PC7/I6","77.5112","21.9254","74.6612","24.1254"
"U3","EA3036CQBR","TopLayer","EA3036-QFN-20","67.2592","4.5974","270","EA3036CQBR","67.2592","4.5974","68.0592","6.1474"
"U2","SY6283ADRC","TopLayer","SY6283ADRC-dfn-4_1.2x1.6mm","67.1322","11.3284","0","SY6283ADRC","67.1322","11.3284","66.5322","11.5784"
"U1","TPS65185/SY7636A","TopLayer","TPS65185-VQFN-48_6x6mm","78.8657","7.6104","270","","78.8657","7.6104","81.0657","10.4854"
"R36","4.7K/NC","TopLayer","Resistor-0402","80.5942","16.2817","360","Resistor-0402","80.5942","16.2817","80.0862","16.2817"
"R35","4.7K/NC","TopLayer","Resistor-0402","80.5942","15.5197","360","Resistor-0402","80.5942","15.5197","80.0862","15.5197"
"R34","10K","TopLayer","Resistor-0402","73.3552","15.9002","90","Resistor-0402","73.3552","15.9002","73.3552","15.3922"
"R30","49.9R","TopLayer","Resistor-0402","82.2452","23.0206","360","Resistor-0402","82.2452","23.0206","81.7372","23.0206"
"R29","4.7K","TopLayer","Resistor-0402","73.3552","21.2344","270","Resistor-0402","73.3552","21.2344","73.3552","21.7424"
"R28","100R","TopLayer","Resistor-0402","81.2292","28.3464","360","Resistor-0402","81.2292","28.3464","80.7212","28.3464"
"R27","100R","TopLayer","Resistor-0402","79.4512","28.3464","360","Resistor-0402","79.4512","28.3464","78.9432","28.3464"
"R26","100R","TopLayer","Resistor-0402","75.8952","28.3464","360","Resistor-0402","75.8952","28.3464","75.3872","28.3464"
"R25","100K 1%","TopLayer","Resistor-0402","68.1862","7.2384","360","Resistor-0402","68.1862","7.2384","67.6782","7.2384"
"R24","100R","TopLayer","Resistor-0402","74.1170","28.3464","180","Resistor-0402","74.1170","28.3464","74.6250","28.3464"
"R23","100R","TopLayer","Resistor-0402","77.6732","28.3464","360","Resistor-0402","77.6732","28.3464","77.1652","28.3464"
"R22","200K 1%","TopLayer","Resistor-0402","68.1862","8.0007","360","Resistor-0402","68.1862","8.0007","67.6782","8.0007"
"R21","100K","TopLayer","Resistor-0402","70.3452","4.4444","180","Resistor-0402","70.3452","4.4444","70.8532","4.4444"
"R20","100K 1%","TopLayer","Resistor-0402","66.2812","7.2384","180","Resistor-0402","66.2812","7.2384","66.7892","7.2384"
"R19","100K","TopLayer","Resistor-0402","64.1222","4.8256","360","Resistor-0402","64.1222","4.8256","63.6142","4.8256"
"R18","100K","TopLayer","Resistor-0402","64.1222","4.0634","360","Resistor-0402","64.1222","4.0634","63.6142","4.0634"
"R17","100K 1%","TopLayer","Resistor-0402","66.2812","8.0007","180","Resistor-0402","66.2812","8.0007","66.7892","8.0007"
"R16","15K 1%","TopLayer","Resistor-0402","66.1542","1.5234","270","Resistor-0402","66.1542","1.5234","66.1542","2.0314"
"R15","68K 1%","TopLayer","Resistor-0402","66.9165","1.5234","270","Resistor-0402","66.9165","1.5234","66.9165","2.0314"
"R14","100K","TopLayer","Resistor-0402","65.0680","11.8555","180","Resistor-0402","65.0680","11.8555","65.5760","11.8555"
"R13","5.1K","TopLayer","Resistor-0402","72.3392","15.9004","90","Resistor-0402","72.3392","15.9004","72.3392","15.3924"
"R12","5.1K","TopLayer","Resistor-0402","72.3392","19.4564","90","Resistor-0402","72.3392","19.4564","72.3392","18.9484"
"R11","5.1M","TopLayer","Resistor-0402","73.9937","5.5886","180","Resistor-0402","73.9937","5.5886","74.5017","5.5886"
"R10","52.3K/59K","TopLayer","Resistor-0402","80.4672","0.7620","180","Resistor-0402","80.4672","0.7620","80.9752","0.7620"
"R9","1M/750K","TopLayer","Resistor-0402","78.9124","2.8347","90","Resistor-0402","78.9124","2.8347","78.9124","2.3267"
"R8","4.7K/NC","TopLayer","Resistor-0402","73.9937","6.3508","180","Resistor-0402","73.9937","6.3508","74.5017","6.3508"
"R7","47.5K/21K","TopLayer","Resistor-0402","80.4672","1.5240","360","Resistor-0402","80.4672","1.5240","79.9592","1.5240"
"R6","1M/510K","TopLayer","Resistor-0402","81.9910","2.8194","90","Resistor-0402","81.9910","2.8194","81.9910","2.3114"
"R5","4.7K/NC","TopLayer","Resistor-0402","73.9937","7.1131","180","Resistor-0402","73.9937","7.1131","74.5017","7.1131"
"R4","5.1M","TopLayer","Resistor-0402","75.3821","12.8842","180","Resistor-0402","75.3821","12.8842","75.8901","12.8842"
"R3","5.1M","TopLayer","Resistor-0402","78.0545","12.3444","90","Resistor-0402","78.0545","12.3444","78.0545","11.8364"
"R2","43.2K/36K","TopLayer","Resistor-0402","83.7727","9.5655","180","Resistor-0402","83.7727","9.5655","84.2807","9.5655"
"R1","10K/NC","TopLayer","Resistor-0402","83.7727","11.0900","360","Resistor-0402","83.7727","11.0900","83.2647","11.0900"
"L5","1.5uH","TopLayer","Inductor-2016","70.2056","7.9756","270","FTC201610S1R5MBCA","70.2056","7.9756","70.2056","8.6256"
"L4","1.5uH","TopLayer","Inductor-2016","64.2492","7.9812","270","FTC201610S1R5MBCA","64.2492","7.9812","64.2492","8.6312"
"L3","1.5uH","TopLayer","Inductor-2016","64.2492","1.6504","90","FTC201610S1R5MBCA","64.2492","1.6504","64.2492","1.0004"
"L2","4.7uH","TopLayer","Inductor-2016","73.3384","3.0495","180","FTC201610S4R7MBCA","73.3384","3.0495","73.9884","3.0495"
"L1","2.2uH/4.7uH","TopLayer","Inductor-2016","85.2817","4.9409","360","FTC201612S2R2MBCA/FTC201610S4R7MBCA","85.2817","4.9409","84.6317","4.9409"
"J1","FPC-22P-0.5mm","TopLayer","HC-FPC-05-10-22RLTAG","79.9326","30.7674","180","HC-FPC-05-10-22RLTAG","79.9326","32.1724","85.1826","29.3624"
"FB5","120次@100MHz","TopLayer","Ferrite_Bead-0402","82.2452","26.1872","360","UPZ1005D121-1R3TF","82.2452","26.1872","81.7372","26.1872"
"FB4","120次@100MHz","TopLayer","Ferrite_Bead-0402","70.2056","9.5338","180","UPZ1005D121-1R3TF","70.2056","9.5338","70.7136","9.5338"
"FB3","120次@100MHz","TopLayer","Ferrite_Bead-0402","66.2812","9.5252","180","UPZ1005D121-1R3TF","66.2812","9.5252","66.7892","9.5252"
"FB2","120次@100MHz","TopLayer","Ferrite_Bead-0402","69.2033","1.5234","270","UPZ1005D121-1R3TF","69.2033","1.5234","69.2033","2.0314"
"FB1","600次@100MHz","TopLayer","Ferrite_Bead-0603","64.6302","10.9474","180","UPZ1608U601-1R3TF","64.6302","10.9474","65.4302","10.9474"
"D4","MS2A40LDF","TopLayer","MS2A40LDF-DFN-2_1.6x1.0mm","73.3552","1.3714","360","Schottky Diode-DFN-1610-2","73.3552","1.3714","72.7452","1.3714"
"D3","BAV99QA/1SS362FV","TopLayer","BAV99QA-DFN-3_1.1x1.0mm","78.5661","1.1684","90","BAV99QA/1SS362FV","78.5661","1.1684","78.1911","0.7184"
"D2","BAV99QA/1SS362FV","TopLayer","BAV99QA-DFN-3_1.1x1.0mm","82.3722","1.1531","90","BAV99QA/1SS362FV","82.3722","1.1531","81.9972","0.7032"
"D1","MS2A40LDF","TopLayer","MS2A40LDF-DFN-2_1.6x1.0mm","83.4037","4.9423","90","Schottky Diode-DFN-1610-2","83.4037","4.9423","83.4037","4.3323"
"C42","100nF","TopLayer","Capacitor-0402","80.5942","17.0439","360","100nF/X5R/25V","80.5942","17.0439","80.0862","17.0439"
"C41","100nF","TopLayer","Capacitor-0402","80.5942","13.9954","180","100nF/X5R/25V","80.5942","13.9954","81.1022","13.9954"
"C40","100nF","TopLayer","Capacitor-0402","80.5942","14.7574","180","100nF/X5R/25V","80.5942","14.7574","81.1022","14.7574"
"C39","100nF","TopLayer","Capacitor-0402","80.0747","26.4414","270","100nF/X5R/25V","80.0747","26.4414","80.0747","26.9494"
"C38","4.7uF","TopLayer","Capacitor-0402","79.3125","26.4414","270","4.7uF/X5R/10V","79.3125","26.4414","79.3125","26.9494"
"C37","100nF","TopLayer","Capacitor-0402","73.3552","17.6782","270","100nF/X5R/25V","73.3552","17.6782","73.3552","18.1862"
"C36","4.7uF","TopLayer","Capacitor-0402","73.3552","19.4562","90","4.7uF/X5R/10V","73.3552","19.4562","73.3552","18.9481"
"C35","100nF","TopLayer","Capacitor-0402","80.8370","26.4414","90","100nF/X5R/25V","80.8370","26.4414","80.8370","25.9334"
"C34","100nF","TopLayer","Capacitor-0402","73.3552","23.0124","270","100nF/X5R/25V","73.3552","23.0124","73.3552","23.5204"
"C33","100nF","TopLayer","Capacitor-0402","82.2452","26.9494","360","100nF/X5R/25V","82.2452","26.9494","81.7372","26.9494"
"C32","100nF","TopLayer","Capacitor-0402","80.5942","17.8062","360","100nF/X5R/25V","80.5942","17.8062","80.0862","17.8062"
"C31","220pF","TopLayer","Capacitor-0402","68.1862","8.7629","360","CL05C221JB5NNNC","68.1862","8.7629","67.6782","8.7629"
"C30","10uF","TopLayer","Capacitor-0402","68.1990","9.5252","360","HGC0402R5106M100NTEJ","68.1990","9.5252","67.6910","9.5252"
"C29","220pF","TopLayer","Capacitor-0402","66.2812","8.7629","180","CL05C221JB5NNNC","66.2812","8.7629","66.7892","8.7629"
"C28","10uF","TopLayer","Capacitor-0402","64.2492","9.5394","360","HGC0402R5106M100NTEJ","64.2492","9.5394","63.7412","9.5394"
"C27","10uF","TopLayer","Capacitor-0402","70.3452","3.6824","180","HGC0402R5106M100NTEJ","70.3452","3.6824","70.8532","3.6824"
"C26","10uF","TopLayer","Capacitor-0402","70.3452","5.2067","180","HGC0402R5106M100NTEJ","70.3452","5.2067","70.8532","5.2067"
"C25","10uF","TopLayer","Capacitor-0402","64.1222","3.3014","360","HGC0402R5106M100NTEJ","64.1222","3.3014","63.6142","3.3014"
"C24","1uF","TopLayer","Capacitor-0402","64.1222","5.5879","360","HGC0402R5105K500NTEJ","64.1222","5.5879","63.6142","5.5879"
"C23","220pF","TopLayer","Capacitor-0402","67.6787","1.5234","270","CL05C221JB5NNNC","67.6787","1.5234","67.6787","2.0314"
"C22","10uF","TopLayer","Capacitor-0402","68.4410","1.5234","270","HGC0402R5106M100NTEJ","68.4410","1.5234","68.4410","2.0314"
"C21","10uF","TopLayer","Capacitor-0402","69.1642","10.9474","180","HGC0402R5106M100NTEJ","69.1642","10.9474","69.6722","10.9474"
"C20","10uF","TopLayer","Capacitor-0402","69.1642","11.7094","360","HGC0402R5106M100NTEJ","69.1642","11.7094","68.6562","11.7094"
"C19","4.7uF","TopLayer","Capacitor-0805","76.1921","1.2954","360","CL21A475KBQNNNE","76.1921","1.2954","75.1921","1.2954"
"C18","4.7uF","TopLayer","Capacitor-0805","76.1921","2.8493","360","CL21A475KBQNNNE","76.1921","2.8493","75.1921","2.8493"
"C17","10uF","TopLayer","Capacitor-0603","73.6092","4.6805","360","CL10A106KP8NNNC","73.6092","4.6805","72.8092","4.6805"
"C16","10nF/47nF","TopLayer","Capacitor-0402","78.1501","2.8347","270","CL05B103KB5NNNC/CC0402KRX7R9BB473","78.1501","2.8347","78.1501","3.3427"
"C15","100nF/1uF","TopLayer","Capacitor-0402","80.0860","2.8194","270","0402B104K500NT/HGC0402R5105K500NTEJ","80.0860","2.8194","80.0860","3.3274"
"C14","4.7uF","TopLayer","Capacitor-0805","73.9937","9.0711","270","CL21A475KBQNNNE","73.9937","9.0711","73.9937","10.0711"
"C13","100nF/1uF","TopLayer","Capacitor-0402","80.8482","2.8194","270","0402B104K500NT/HGC0402R5105K500NTEJ","80.8482","2.8194","80.8482","3.3274"
"C12","4.7uF","TopLayer","Capacitor-0402","73.9937","11.0292","360","CL05A475MO5NUNC","73.9937","11.0292","73.4857","11.0292"
"C11","10nF/47nF","TopLayer","Capacitor-0402","82.7532","2.8194","270","CL05B103KB5NNNC/CC0402KRX7R9BB473","82.7532","2.8194","82.7532","3.3274"
"C10","4.7uF","TopLayer","Capacitor-0805","84.8765","1.2656","360","CL21A475KBQNNNE","84.8765","1.2656","83.8765","1.2656"
"C9","4.7uF","TopLayer","Capacitor-0805","84.8765","2.8194","360","CL21A475KBQNNNE","84.8765","2.8194","83.8765","2.8194"
"C8","10uF","TopLayer","Capacitor-0603","75.6921","11.9761","360","CL10A106KP8NNNC","75.6921","11.9761","74.8921","11.9761"
"C7","4.7uF","TopLayer","Capacitor-0805","84.4077","6.7814","360","CL21A475KBQNNNE","84.4077","6.7814","83.4077","6.7814"
"C6","4.7uF","TopLayer","Capacitor-0402","77.2922","12.3444","270","CL05A475MO5NUNC","77.2922","12.3444","77.2922","12.8524"
"C5","10uF","TopLayer","Capacitor-0603","85.4237","10.3141","90","CL10A106KP8NNNC","85.4237","10.3141","85.4237","9.5141"
"C4","4.7uF","TopLayer","Capacitor-0805","84.4077","8.3352","360","CL21A475KBQNNNE","84.4077","8.3352","83.4077","8.3352"
"C3","4.7uF","TopLayer","Capacitor-0805","80.0125","12.3444","360","CL21A475KBQNNNE","80.0125","12.3444","79.0125","12.3444"
"C2","4.7uF","TopLayer","Capacitor-0805","83.1664","12.3444","180","CL21A475KBQNNNE","83.1664","12.3444","84.1664","12.3444"
"C1","4.7uF/NC","TopLayer","Capacitor-0402","83.7727","10.3277","180","CL05A475MO5NUNC","83.7727","10.3277","84.2807","10.3277"
"R39","NC/0R","TopLayer","Resistor-0402","73.3468","45.5168","270","Resistor-0402","73.3468","45.5168","73.3468","46.0248"
"R38","NC/7.5K","TopLayer","Resistor-0402","74.1091","45.5168","270","Resistor-0402","74.1091","45.5168","74.1091","46.0248"
"C45","0R/100nF","TopLayer","Capacitor-0402","72.5846","45.5168","270","CL05B104KB5NNNC","72.5846","45.5168","72.5846","46.0248"
"U6","TXS0104ERGYR","TopLayer","TXS0104E-VQFN-14-3.5x3.5mm","84.0366","49.0972","0","TXS0104ERGYR","84.0366","49.0972","83.2866","50.7472"
